uf,municipio,evento,feminino,masculino,total_vitima,total,ano,mes,dia_semana,latitude,longitude
CE,TAMBORIL,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-4.8330075,-40.3210323
CE,TAUÁ,Homicídio doloso,1.0,4.0,5.0,,2016,10,Sábado,-6.0031372,-40.2947268
DF,SOL NASCENTE/PÔR DO SOL,Homicídio doloso,2.0,3.0,5.0,,2016,10,Sábado,-15.8261127,-48.137289
ES,BARRA DE SÃO FRANCISCO,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-18.7570902,-40.8916119
ES,CACHOEIRO DE ITAPEMIRIM,Homicídio doloso,1.0,6.0,7.0,,2016,10,Sábado,-20.848084,-41.11129
ES,CARIACICA,Homicídio doloso,2.0,8.0,10.0,,2016,10,Sábado,-20.263202,-40.416549
ES,COLATINA,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-19.5346732,-40.6287836
ES,FUNDÃO,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-19.95325305,-40.37791762738641
ES,VILA VELHA,Homicídio doloso,1.0,12.0,13.0,,2016,10,Sábado,-20.3297037,-40.2920174
GO,ALEXÂNIA,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-16.0834049,-48.5077803
GO,ANÁPOLIS,Homicídio doloso,1.0,15.0,16.0,,2016,10,Sábado,-16.3332828,-48.9525756
GO,APARECIDA DE GOIÂNIA,Homicídio doloso,2.0,22.0,25.0,,2016,10,Sábado,-16.8226769,-49.2452546
GO,CIDADE OCIDENTAL,Homicídio doloso,2.0,4.0,7.0,,2016,10,Sábado,-16.1000758,-47.9445014
GO,GOIÂNIA,Homicídio doloso,8.0,34.0,49.0,,2016,10,Sábado,-16.680882,-49.2532691
GO,ITUMBIARA,Homicídio doloso,2.0,3.0,5.0,,2016,10,Sábado,-18.4135862,-49.2172596
GO,NERÓPOLIS,Homicídio doloso,1.0,4.0,5.0,,2016,10,Sábado,-16.4069816,-49.219438
GO,PARANAIGUARA,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-18.9137048,-50.6536307
GO,PIRACANJUBA,Homicídio doloso,2.0,2.0,4.0,,2016,10,Sábado,-17.3020379,-49.0170101
GO,PROFESSOR JAMIL,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-17.25316,-49.2442452
GO,RIO VERDE,Homicídio doloso,1.0,6.0,7.0,,2016,10,Sábado,-17.7921255,-50.9191219
GO,SANTO ANTÔNIO DO DESCOBERTO,Homicídio doloso,1.0,7.0,9.0,,2016,10,Sábado,-15.9465415,-48.2616527
GO,SÃO MIGUEL DO PASSA QUATRO,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-17.0582009,-48.6619811
GO,SERRANÓPOLIS,Homicídio doloso,2.0,7.0,10.0,,2016,10,Sábado,-18.3084565,-51.9569462
GO,TRÊS RANCHOS,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-18.3567507,-47.7810678
GO,VICENTINÓPOLIS,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-17.7353689,-49.8040525
MA,CHAPADINHA,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-3.7416803,-43.3548006
MA,IMPERATRIZ,Homicídio doloso,1.0,9.0,10.0,,2016,10,Sábado,-5.5269279,-47.478115
MA,OLHO D'ÁGUA DAS CUNHÃS,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-4.140311,-45.1184685
MA,SANTA QUITÉRIA DO MARANHÃO,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-3.3459824,-42.898014446796864
MA,SÃO LUÍS,Homicídio doloso,3.0,44.0,47.0,,2016,10,Sábado,-2.5295265,-44.2963942
MG,BELO HORIZONTE,Homicídio doloso,2.0,47.0,49.0,,2016,10,Sábado,-19.9227318,-43.9450948
MG,BETIM,Homicídio doloso,2.0,11.0,13.0,,2016,10,Sábado,-19.968056,-44.198333
MG,BRUMADINHO,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-20.143611,-44.2
MG,ITAMBACURI,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-18.0391974,-41.6751876
MG,JUIZ DE FORA,Homicídio doloso,3.0,8.0,11.0,,2016,10,Sábado,-21.7609533,-43.3501129
MG,LEOPOLDINA,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-21.5314282,-42.6403534
MG,MATEUS LEME,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-19.986666,-44.428056
MG,NOVA PONTE,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-19.1692213,-47.6717642
MG,NOVO ORIENTE DE MINAS,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-17.4154318,-41.2172113
MG,SÃO FRANCISCO,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-15.948889,-44.864444
MG,VIÇOSA,Homicídio doloso,1.0,3.0,4.0,,2016,10,Sábado,-20.7538586,-42.8815888
MS,CAMPO GRANDE,Homicídio doloso,2.0,9.0,19.0,,2016,10,Sábado,-20.4640173,-54.6162947
MS,DOURADOS,Homicídio doloso,1.0,2.0,8.0,,2016,10,Sábado,-22.2206145,-54.812208
MS,TRÊS LAGOAS,Homicídio doloso,1.0,1.0,3.0,,2016,10,Sábado,-20.7866799,-51.7061247
MT,ALTA FLORESTA,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-9.8698547,-56.0834993
MT,CONFRESA,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-10.643695,-51.569873
MT,MATUPÁ,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-10.1683242,-54.9346194
MT,SAPEZAL,Homicídio doloso,2.0,1.0,3.0,,2016,10,Sábado,-13.547958,-58.8146235
MT,VILA RICA,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-10.013666,-51.118599
PA,ALENQUER,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-1.946229,-54.738355
PA,ANANINDEUA,Homicídio doloso,4.0,37.0,41.0,,2016,10,Sábado,-1.374035,-48.4016623
PA,BELÉM,Homicídio doloso,6.0,75.0,81.0,,2016,10,Sábado,-1.45056,-48.4682453
PA,BENEVIDES,Homicídio doloso,1.0,6.0,7.0,,2016,10,Sábado,-1.3555577,-48.252235
PA,CAPANEMA,Homicídio doloso,1.0,4.0,5.0,,2016,10,Sábado,-1.1933054,-47.1828679
PA,IGARAPÉ-MIRI,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-1.9785213,-48.9634826
PA,ITUPIRANGA,Homicídio doloso,1.0,8.0,9.0,,2016,10,Sábado,-5.1337224,-49.3321988
PA,JACUNDÁ,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-4.446173,-49.115272
PA,MARABÁ,Homicídio doloso,1.0,19.0,21.0,,2016,10,Sábado,-5.3462821,-49.1007401
PA,MARITUBA,Homicídio doloso,1.0,12.0,13.0,,2016,10,Sábado,-1.3595306,-48.3361504
PA,PARAGOMINAS,Homicídio doloso,1.0,11.0,12.0,,2016,10,Sábado,-2.99564,-47.3548942
PA,RURÓPOLIS,Homicídio doloso,2.0,2.0,4.0,,2016,10,Sábado,-4.1014311,-54.9086853
PA,SANTARÉM,Homicídio doloso,1.0,3.0,4.0,,2016,10,Sábado,-2.438489,-54.699611
PA,SÃO DOMINGOS DO ARAGUAIA,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-5.5412778,-48.7300015
PA,SÃO DOMINGOS DO CAPIM,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-1.6789331,-47.7717815
PA,SÃO GERALDO DO ARAGUAIA,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-6.3927847,-48.5630137
PA,VIGIA,Homicídio doloso,2.0,3.0,5.0,,2016,10,Sábado,-0.8546027,-48.1432873
PB,JOÃO PESSOA,Homicídio doloso,1.0,23.0,24.0,,2016,10,Sábado,-7.1215981,-34.882028
PB,QUEIMADAS,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-7.3640404,-35.9016644
PB,SOLÂNEA,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-6.7540351,-35.6621943
PB,TACIMA,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-6.4895383,-35.6364852
PE,ÁGUA PRETA,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-8.7079109,-35.5198586
PE,ANGELIM,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-8.8902038,-36.2872987
PE,ARCOVERDE,Homicídio doloso,1.0,7.0,8.0,,2016,10,Sábado,-8.4208643,-37.0547808
PE,CAMARAGIBE,Homicídio doloso,2.0,5.0,7.0,,2016,10,Sábado,-8.0213832,-34.9810768
PE,CARUARU,Homicídio doloso,3.0,25.0,28.0,,2016,10,Sábado,-8.2829702,-35.9722852
PE,CORRENTES,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-9.1295585,-36.3287438
PE,GAMELEIRA,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-8.579803,-35.384573
PE,GRAVATÁ,Homicídio doloso,1.0,5.0,6.0,,2016,10,Sábado,-8.1993049,-35.5631137
PE,INAJÁ,Homicídio doloso,2.0,0.0,2.0,,2016,10,Sábado,-8.9011209,-37.8244194
PE,JABOATÃO DOS GUARARAPES,Homicídio doloso,2.0,24.0,26.0,,2016,10,Sábado,-8.1752476,-34.9468716
PE,OLINDA,Homicídio doloso,1.0,15.0,16.0,,2016,10,Sábado,-7.9986401,-34.8459552
PE,PETROLINA,Homicídio doloso,1.0,14.0,15.0,,2016,10,Sábado,-9.3817334,-40.4968875
PE,RECIFE,Homicídio doloso,2.0,65.0,67.0,,2016,10,Sábado,-8.0584933,-34.8848193
PE,SANTA CRUZ DO CAPIBARIBE,Homicídio doloso,1.0,3.0,4.0,,2016,10,Sábado,-7.948019,-36.206092
PE,SERRA TALHADA,Homicídio doloso,2.0,4.0,6.0,,2016,10,Sábado,-7.9867805,-38.2920294
PE,TACAIMBÓ,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-8.3173613,-36.2915198
PI,CORRENTE,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-10.4401356,-45.1627472
PI,FLORIANO,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-6.7675739,-43.022261
PI,TERESINA,Homicídio doloso,2.0,29.0,31.0,,2016,10,Sábado,-5.0874608,-42.8049571
PI,VALENÇA DO PIAUÍ,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-6.4048149,-41.7382812
RJ,ANGRA DOS REIS,Homicídio doloso,2.0,6.0,8.0,,2016,10,Sábado,-23.15554055,-44.23448088153183
RJ,ARARUAMA,Homicídio doloso,2.0,10.0,13.0,,2016,10,Sábado,-22.8733203,-42.3428897
RJ,BELFORD ROXO,Homicídio doloso,1.0,14.0,15.0,,2016,10,Sábado,-22.7667284,-43.4033603
RJ,CABO FRIO,Homicídio doloso,2.0,13.0,17.0,,2016,10,Sábado,-22.8804369,-42.0189227
RJ,DUQUE DE CAXIAS,Homicídio doloso,2.0,30.0,34.0,,2016,10,Sábado,-22.6429163,-43.30212662909119
RJ,ITABORAÍ,Homicídio doloso,2.0,8.0,11.0,,2016,10,Sábado,-22.7558128,-42.88295606921409
RJ,MACAÉ,Homicídio doloso,1.0,7.0,9.0,,2016,10,Sábado,-22.28283055,-41.96490906592897
RJ,MAGÉ,Homicídio doloso,1.0,3.0,4.0,,2016,10,Sábado,-22.6604221,-43.0426162
RJ,NATIVIDADE,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-21.0426488,-41.94098147442263
RJ,QUEIMADOS,Homicídio doloso,2.0,33.0,36.0,,2016,10,Sábado,-22.7156978,-43.555754
RJ,RESENDE,Homicídio doloso,1.0,7.0,8.0,,2016,10,Sábado,-22.4683626,-44.4463494
RJ,RIO DE JANEIRO,Homicídio doloso,9.0,96.0,109.0,,2016,10,Sábado,-22.9110137,-43.2093727
RJ,SÃO FRANCISCO DE ITABAPOANA,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-21.45374375,-41.14529817961083
RJ,SÃO GONÇALO,Homicídio doloso,2.0,21.0,26.0,,2016,10,Sábado,-22.821635,-42.99567968770695
RJ,SÃO JOÃO DE MERITI,Homicídio doloso,4.0,20.0,26.0,,2016,10,Sábado,-22.7853575,-43.36671499895641
RJ,SEROPÉDICA,Homicídio doloso,1.0,5.0,7.0,,2016,10,Sábado,-22.7438887,-43.6991998
RJ,VOLTA REDONDA,Homicídio doloso,3.0,4.0,7.0,,2016,10,Sábado,-22.521856,-44.1040128
RN,BENTO FERNANDES,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-5.6926846,-35.8207423
RN,CEARÁ-MIRIM,Homicídio doloso,1.0,7.0,8.0,,2016,10,Sábado,-5.633588,-35.4248407
RN,JANDAÍRA,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-5.3556267,-36.1279455
RN,MACAÍBA,Homicídio doloso,1.0,5.0,6.0,,2016,10,Sábado,-5.8561372,-35.3523774
RN,MONTE ALEGRE,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-6.069901,-35.333635
RN,MOSSORÓ,Homicídio doloso,1.0,10.0,11.0,,2016,10,Sábado,-5.1904332,-37.3443872
RN,NATAL,Homicídio doloso,7.0,44.0,51.0,,2016,10,Sábado,-5.805398,-35.2080905
RN,PATU,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-6.1006213,-37.6385148
RN,SÃO GONÇALO DO AMARANTE,Homicídio doloso,2.0,8.0,10.0,,2016,10,Sábado,-5.7932331,-35.3286312
RO,ARIQUEMES,Homicídio doloso,2.0,6.0,8.0,,2016,10,Sábado,-9.9076522,-63.033069
RO,CANDEIAS DO JAMARI,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-8.7949939,-63.7018851
RO,PORTO VELHO,Homicídio doloso,2.0,13.0,15.0,,2016,10,Sábado,-8.7494525,-63.8735438
RS,ALVORADA,Homicídio doloso,1.0,5.0,6.0,,2016,10,Sábado,-29.9981184,-51.0772509
RS,CACHOEIRA DO SUL,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-30.0482234,-52.8901686
RS,CANOAS,Homicídio doloso,1.0,11.0,12.0,,2016,10,Sábado,-29.9216045,-51.1799525
RS,CAXIAS DO SUL,Homicídio doloso,3.0,18.0,21.0,,2016,10,Sábado,-29.1685045,-51.1796385
RS,DOM PEDRITO,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-30.983755,-54.6746483
RS,GRAVATAÍ,Homicídio doloso,1.0,9.0,10.0,,2016,10,Sábado,-29.9440222,-50.9930938
RS,LAGOA VERMELHA,Homicídio doloso,2.0,0.0,2.0,,2016,10,Sábado,-28.2087034,-51.527499
RS,LAJEADO,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-29.4671522,-51.9624046
RS,PALMARES DO SUL,Homicídio doloso,1.0,1.0,2.0,,2016,10,Sábado,-30.2580247,-50.5097954
RS,PASSO FUNDO,Homicídio doloso,1.0,5.0,6.0,,2016,10,Sábado,-28.2550598,-52.3966606
RS,PELOTAS,Homicídio doloso,1.0,5.0,6.0,,2016,10,Sábado,-31.7699736,-52.3410161
RS,PORTO ALEGRE,Homicídio doloso,5.0,48.0,53.0,,2016,10,Sábado,-30.0324999,-51.2303767
RS,SANTA CRUZ DO SUL,Homicídio doloso,1.0,3.0,4.0,,2016,10,Sábado,-29.714209,-52.4285807
RS,SANTO ANTÔNIO DA PATRULHA,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-29.826768,-50.517489
RS,SÃO LEOPOLDO,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-29.7544405,-51.1516497
RS,SÃO MARTINHO,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-27.7079086,-53.9623041
RS,SAPUCAIA DO SUL,Homicídio doloso,2.0,4.0,6.0,,2016,10,Sábado,-29.8197019,-51.1608722
RS,TRAMANDAÍ,Homicídio doloso,2.0,5.0,7.0,,2016,10,Sábado,-29.9855339,-50.1316076
RS,URUGUAIANA,Homicídio doloso,1.0,7.0,8.0,,2016,10,Sábado,-29.7560726,-57.0867546
SC,CHAPECÓ,Homicídio doloso,1.0,3.0,4.0,,2016,10,Sábado,-27.1110472,-52.59589774661534
SC,ITAJAÍ,Homicídio doloso,2.0,1.0,3.0,,2016,10,Sábado,-26.9046787,-48.6552979
SC,SÃO FRANCISCO DO SUL,Homicídio doloso,1.0,3.0,4.0,,2016,10,Sábado,-26.2495087,-48.6308087
SE,ILHA DAS FLORES,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-10.4365954,-36.5370011
SE,MOITA BONITA,Homicídio doloso,1.0,0.0,1.0,,2016,10,Sábado,-10.5793237,-37.3423877
SE,RIBEIRÓPOLIS,Homicídio doloso,1.0,2.0,3.0,,2016,10,Sábado,-10.5405577,-37.4368783
SE,SIMÃO DIAS,Homicídio doloso,2.0,1.0,3.0,,2016,10,Sábado,-10.7388301,-37.809016
TO,PALMAS,Homicídio doloso,1.0,7.0,8.0,,2016,10,Sábado,-10.1837852,-48.3336423
AL,CAMPO ALEGRE,Homicídio doloso,1.0,3.0,4.0,,2016,11,Terça,-9.7798607,-36.3575793
AL,CANAPI,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,-9.1173572,-37.6011704
AL,MACEIÓ,Homicídio doloso,1.0,47.0,48.0,,2016,11,Terça,-9.6476843,-35.7339264
AM,MANACAPURU,Homicídio doloso,1.0,5.0,6.0,,2016,11,Terça,-3.2996768,-60.6213528
AM,MANAUS,Homicídio doloso,4.0,59.0,63.0,,2016,11,Terça,-3.1316333,-59.9825041
AM,MAUÉS,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,-3.3795798,-57.7196072
AM,PARINTINS,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,-2.6344567,-56.7319324
AP,MACAPÁ,Homicídio doloso,1.0,6.0,7.0,,2016,11,Terça,0.0401529,-51.0569588
AP,SERRA DO NAVIO,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,0.8991593,-52.0027191
BA,BARREIRAS,Homicídio doloso,1.0,6.0,7.0,,2016,11,Terça,-12.1440031,-44.9967406
BA,BOQUIRA,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,-12.8184859,-42.7270883
BA,CAIRU,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,-13.4866098,-39.043844
BA,CARINHANHA,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,-14.298524,-43.772349
BA,CRUZ DAS ALMAS,Homicídio doloso,1.0,2.0,3.0,,2016,11,Terça,-12.6722649,-39.1053665
BA,CURAÇÁ,Homicídio doloso,2.0,1.0,3.0,,2016,11,Terça,-8.9925655,-39.9053169
BA,FEIRA DE SANTANA,Homicídio doloso,4.0,21.0,25.0,,2016,11,Terça,-12.2578934,-38.9598047
BA,FORMOSA DO RIO PRETO,Homicídio doloso,1.0,1.0,2.0,,2016,11,Terça,-11.0414544,-45.1903983
BA,GONGOGI,Homicídio doloso,1.0,1.0,2.0,,2016,11,Terça,-14.3240248,-39.4665106
BA,IGRAPIÚNA,Homicídio doloso,2.0,2.0,4.0,,2016,11,Terça,-13.8227115,-39.1419857
BA,ITABUNA,Homicídio doloso,1.0,12.0,13.0,,2016,11,Terça,-14.793173,-39.2750341
BA,ITAPÉ,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,-14.8970856,-39.4246637
BA,JEQUIÉ,Homicídio doloso,1.0,4.0,6.0,,2016,11,Terça,-13.8604033,-40.0719627
BA,MEDEIROS NETO,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,-17.3728243,-40.2203882
BA,NOVA SOURE,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,-11.2409332,-38.4774123
BA,OLINDINA,Homicídio doloso,1.0,2.0,3.0,,2016,11,Terça,-11.3601309,-38.3269571
BA,PRADO,Homicídio doloso,1.0,4.0,5.0,,2016,11,Terça,-17.3432883,-39.2187741
BA,RIBEIRÃO DO LARGO,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,-15.4588322,-40.7411743
BA,RUY BARBOSA,Homicídio doloso,3.0,1.0,4.0,,2016,11,Terça,-12.2856669,-40.4958361
BA,SALVADOR,Homicídio doloso,9.0,95.0,104.0,,2016,11,Terça,-12.9822499,-38.4812772
BA,SANTO ANTÔNIO DE JESUS,Homicídio doloso,1.0,1.0,2.0,,2016,11,Terça,-12.9689361,-39.260914
BA,URUÇUCA,Homicídio doloso,1.0,2.0,3.0,,2016,11,Terça,-14.5913092,-39.2862094
BA,VALENÇA,Homicídio doloso,1.0,7.0,8.0,,2016,11,Terça,-13.3723582,-39.0694243
BA,VERA CRUZ,Homicídio doloso,1.0,2.0,3.0,,2016,11,Terça,-12.9608153,-38.6099216
BA,VITÓRIA DA CONQUISTA,Homicídio doloso,3.0,12.0,15.0,,2016,11,Terça,-14.8567487,-40.8414804
CE,AQUIRAZ,Homicídio doloso,1.0,2.0,3.0,,2016,11,Terça,-3.9063117,-38.387504
CE,CARIRÉ,Homicídio doloso,2.0,0.0,2.0,,2016,11,Terça,-3.948584,-40.476028
CE,CAUCAIA,Homicídio doloso,2.0,15.0,17.0,,2016,11,Terça,-3.7300563,-38.6593082
CE,FARIAS BRITO,Homicídio doloso,1.0,0.0,1.0,,2016,11,Terça,-6.9272823,-39.5714222
CE,FORTALEZA,Homicídio doloso,7.0,85.0,92.0,,2016,11,Terça,-3.7304512,-38.5217989
